1.8050	2.5320	0.0966
2.1920	1.7650	0.1060
2.0860	2.6520	0.1094
2.3760	2.2220	0.1178
2.3260	2.2990	0.1082
2.3540	0.7466	0.0926
2.1060	0.0023	0.1341
2.2380	2.6050	0.1463
2.3780	1.1290	0.0859
2.5000	1.4640	0.0804
1.5610	1.3590	-0.0607
2.1990	1.0370	0.1065
2.0910	2.4620	0.0921
2.3140	4.0010	0.1377
2.2050	4.2030	0.1286
2.1700	1.5380	0.0933
2.0200	0.6590	0.0415
2.0470	1.9600	0.0674
2.1350	1.1200	0.0636
2.0570	1.5690	0.1092
1.6420	0.5423	0.0610
2.0970	1.8750	0.0764
2.0620	2.0260	0.0947
2.2750	0.8834	0.1147
2.3530	0.7186	0.0971
2.1940	2.8350	0.1143
2.4190	2.6510	0.1067
2.2640	2.7600	0.1485
2.3380	2.3040	0.1009
2.3990	2.7970	0.1049
2.5670	3.5160	0.0686
2.0870	2.9250	0.1132
2.1300	1.9690	0.1122
2.2730	3.3980	0.0926
1.6080	0.8463	0.0058
2.3050	2.9040	0.1210
2.2530	3.3470	0.1264
2.3790	1.1640	0.1260
2.4680	2.4850	0.1624
2.2830	3.3560	0.1814
2.2290	2.0550	0.0936
1.5890	1.4460	0.0236
2.0950	0.2715	0.0921
2.1140	1.5890	0.1094
2.1120	3.7950	0.1069
2.1350	3.2820	0.0968
2.3130	1.4980	0.1189
2.1610	4.6420	0.1099
2.2320	3.1500	0.1240
2.2460	2.8060	0.1306
2.3830	0.0185	0.1317
2.0890	3.3670	0.1115
2.0720	0.1655	0.0996
2.4340	0.2844	0.0944
2.2980	1.9090	0.1034
2.1430	3.4030	0.0952
2.0780	3.6300	0.0698
2.0890	3.0080	0.0729
2.0610	2.6760	0.0387
2.2230	2.3070	0.0920
2.3200	1.2610	0.0911
1.9970	0.6701	0.0612
2.0150	3.4480	-0.0351
1.8320	1.6020	0.0241
2.0250	3.9160	-0.0277
2.1440	3.2360	0.0893
1.9010	1.9660	0.0905
1.8610	1.8190	0.1036
1.6320	0.7782	0.0976
1.8490	0.4691	0.0989
1.7840	2.1370	0.0812
1.6410	0.5339	-0.0323
2.1210	1.1180	0.0969
1.9190	2.5290	0.0990
2.2370	2.3890	0.0739
2.1870	2.8160	0.0892
2.1980	3.0510	0.0928
2.2540	1.7370	0.1011
2.2390	1.0860	0.0995
2.2070	1.9270	0.0981
2.2950	1.1880	0.1201
2.2800	2.7540	0.0864
2.2540	4.7530	0.0958
2.2280	1.9720	0.1041
2.3520	3.4380	0.1220
2.2920	1.4070	0.1161
2.1330	1.0350	0.1049
2.3810	2.3890	0.1089
2.2180	3.1830	0.1217
2.5370	1.0780	0.0851
2.5820	0.8889	0.0948
2.3280	0.7315	0.0945
2.4110	1.0410	0.0778
2.2020	1.8650	0.1084
2.2320	1.9270	0.1324
2.5680	1.8420	0.1168
2.3950	1.1420	0.1135
2.3830	2.7000	0.0606
2.3450	0.4059	0.1450
2.3120	2.1630	0.1216
2.2750	3.8150	0.1389
2.1000	5.0740	0.1533
2.2130	3.9290	0.1340
2.4160	2.7690	0.0456
2.5200	2.0780	0.0607
2.3080	1.4600	0.1264
2.3360	1.9260	0.1019
2.3270	3.7480	0.0482
2.2340	1.3440	0.0604
2.3930	2.7940	0.0926
2.1160	0.5078	0.1135
2.2260	1.0780	0.1061
2.2490	1.2310	0.1023
2.1590	2.8060	0.1175
2.3390	1.2290	0.1188
2.0710	2.5840	0.1010
2.3850	2.0490	0.1122
2.1640	1.8110	0.1121
2.0700	1.1160	0.0976
1.9410	0.1061	0.1062
1.9510	3.2200	0.0847
1.6930	1.9290	0.1198
2.2020	3.8320	0.0736
2.1180	3.8510	0.0807
2.0560	0.9569	0.0593
2.2530	1.3760	0.1054
1.8770	1.2840	0.0428
2.4250	0.3308	0.1224
2.2820	5.1650	0.1244
2.4030	2.9560	0.0993
2.4290	3.5980	0.1183
2.2020	1.9730	0.1218
2.4180	2.4420	0.1075
2.3350	4.6580	0.1160
2.1760	0.3023	0.1243
2.4570	3.8380	0.1145
2.4450	0.3818	0.1393
2.2630	0.6690	0.1550
2.2740	4.4420	0.1367
2.3280	1.1150	0.1443
2.4920	1.7590	0.1482
2.2080	2.9990	0.1400
2.3920	3.0060	0.1625
2.2230	2.7200	0.1484
2.2610	1.9790	0.1264
2.3440	0.5810	0.1682
2.3870	0.5615	0.1604
2.3840	2.0070	0.1655
2.2310	1.1850	0.1633
2.3300	1.9490	0.1526
1.9970	3.7980	0.0638
2.3110	1.8510	0.1144
2.2990	2.1410	0.1467
2.1860	0.3657	0.1119
1.5100	2.3020	-0.0465
2.1790	0.7221	0.0627
2.0960	2.0900	0.0969
2.5170	2.9890	0.0886
2.3010	0.8290	0.0869
1.3810	0.0483	-0.0837
1.4610	1.1130	0.0303
1.3280	0.0966	0.0074
2.0800	5.5540	0.1086
2.1090	0.6051	0.1053
2.0960	3.8090	0.1119
2.1050	1.2750	0.0895
2.0900	2.6340	0.1017
2.1120	1.0690	0.0957
2.1260	1.1600	0.1039
2.1600	0.2962	0.1191
2.1500	4.4670	0.1081
2.0910	1.0290	0.0952
2.1560	3.7720	0.1003
2.1100	1.1150	0.1047
2.1860	1.3900	0.1007
2.2220	2.8060	0.1160
2.2470	2.0370	0.1066
2.2740	1.1370	0.1123
2.3420	1.6160	0.1323
2.2710	1.3370	0.1155
2.1980	0.7618	0.1201
2.2400	2.3390	0.1328
2.1510	1.7360	0.1130
2.1910	3.8800	0.1188
2.2770	1.9020	0.1151
2.2940	2.4570	0.1299
2.3070	2.4850	0.1395
2.2420	3.3910	0.1393
2.2840	4.0680	0.1169
2.3100	4.0010	0.1205
2.3060	0.1407	0.1223
2.3900	3.6120	0.1215
2.0800	2.8070	0.1098
2.0650	3.9100	0.1085
2.1080	4.2600	0.1023
2.1060	4.4110	0.1088
2.0760	3.1220	0.1120
2.0720	1.0360	0.0939
2.0970	1.7710	0.0853
2.3060	3.8790	0.0924
2.2760	3.8160	0.0950
2.1600	0.2562	0.0950
2.4180	2.0590	0.0920
2.4320	1.9920	0.1072
2.4170	0.9770	0.0988
2.2100	1.2590	0.0964
2.0220	2.3790	0.0734
2.0560	1.8560	0.0799
2.0790	0.2790	0.0874
2.0970	3.4100	0.0829
2.1040	0.8022	0.1070
2.0760	0.0980	0.0876
2.0410	2.0620	0.0530
2.0700	2.7850	0.0848
2.0360	4.2490	0.0559
2.0510	3.0410	0.0743
2.1100	2.4920	0.0855
2.1570	1.3210	0.0943
2.1480	1.6210	0.0867
2.2120	0.3863	0.0991
2.0280	3.9230	0.0348
2.0840	2.8860	0.0602
2.1420	2.3930	0.0722
2.1180	1.5500	0.0480
2.2020	1.9740	0.0817
2.0370	2.2340	0.0763
2.0080	0.3215	0.0157
2.3330	0.9239	0.0940
2.3840	1.8010	0.1115
2.2110	2.2510	0.0997
2.1430	0.7173	0.0807
2.0520	1.5400	0.0780
2.0410	4.1430	-0.0159
2.0520	3.9190	-0.0042
2.0310	4.3130	-0.0092
1.9970	0.4943	0.0160
2.0200	2.4120	0.0455
2.0280	3.8330	-0.0620
2.0570	1.3830	0.0248
1.9350	0.0907	0.0500
1.9670	0.2168	0.0079
1.8300	0.8704	-0.0517
1.6400	2.2660	-0.0630
1.6560	2.8750	-0.0481
2.3060	1.2520	0.0843
2.1900	1.1230	0.0862
2.0980	3.2900	0.0992
1.9890	1.1120	0.1021
2.0130	4.3310	0.0915
