1.6780	0.9580	0.0185
2.3940	2.1630	0.2215
2.2260	1.4420	0.1650
2.3810	1.2670	0.2066
2.2160	1.7710	0.1698
2.1020	0.1113	0.2036
2.2960	0.4765	0.1931
2.3660	4.4450	0.1201
2.2780	0.5881	0.1820
2.4830	2.9860	0.1047
1.5150	1.6450	-0.1110
2.3030	0.9435	0.2235
2.2990	3.5420	0.1625
2.3160	4.2380	0.2202
2.6730	6.3960	0.1507
2.1630	0.6179	0.1944
2.0730	1.6400	0.1291
2.0110	0.8624	0.1600
2.3800	1.9430	0.1443
2.0090	1.1700	0.1915
1.5280	0.3606	-0.0840
2.1780	0.3546	0.1820
2.1690	1.4080	0.1753
2.3490	0.1884	0.1715
2.3560	2.1630	0.1482
2.3470	0.1332	0.1622
2.3790	2.6580	0.1733
2.5600	2.3540	0.2213
2.4380	0.0827	0.1901
2.5330	2.5790	0.2121
2.5040	2.4560	0.1451
2.2740	2.4760	0.1823
1.9730	3.2350	0.1479
2.2700	2.0840	0.2023
1.2950	0.0677	-0.0038
2.2720	2.1550	0.2205
2.2980	1.7530	0.1337
2.5190	0.0827	0.1271
2.2830	2.2780	0.2442
2.4220	2.3500	0.2530
2.2200	3.6760	0.1446
1.5260	1.9120	0.0166
2.1820	0.9262	0.1356
2.3950	0.2029	0.1587
2.2180	6.1580	0.1324
2.2730	2.7190	0.2072
2.2810	2.0400	0.2336
2.2830	3.8630	0.1923
2.4360	3.2320	0.1727
2.2910	2.2440	0.2074
2.4360	2.0440	0.1872
2.2060	2.8030	0.1815
2.1360	0.2841	0.1703
2.1790	1.0130	0.1899
2.1480	2.5010	0.2015
2.1140	3.4020	0.1891
2.1590	3.4220	0.1578
2.2950	0.3139	0.1983
2.2810	2.0550	0.1241
2.3480	2.8540	0.2330
2.0740	0.9492	0.1972
2.0270	2.3420	0.1617
2.1420	3.0320	0.0174
1.8420	2.7970	0.0544
2.0570	3.4960	-0.0532
2.0510	0.2412	0.1997
1.8870	2.3630	0.1883
1.7820	2.1510	0.0744
1.3030	0.2431	-0.0892
1.8610	2.1270	0.1154
1.8140	1.9990	0.1176
1.6290	0.8435	-0.0599
2.1410	1.7040	0.1757
2.0440	1.6900	0.1135
2.1160	1.4760	0.1897
2.1280	1.5630	0.1917
2.1400	3.5510	0.1730
2.1540	2.1540	0.1731
2.1710	2.0810	0.1682
2.2680	1.4580	0.1782
2.2050	1.7590	0.1768
2.1720	0.3977	0.1853
2.2130	1.8230	0.1854
2.1540	3.3000	0.1713
2.2410	2.1410	0.1652
2.2340	1.1280	0.1644
2.2650	1.7040	0.1619
2.1940	1.8540	0.1582
2.2590	3.2400	0.1574
2.5140	0.6372	0.1364
2.5500	2.0010	0.1566
2.3080	2.8040	0.1061
2.3030	0.5497	0.1007
2.4300	0.6392	0.1416
2.3250	1.9870	0.1921
2.4770	3.3090	0.1859
2.3860	2.6750	0.1741
2.3860	2.7920	0.1109
2.4180	3.4670	0.2295
2.8160	1.6510	0.2040
2.6380	0.0083	0.2225
2.3670	3.5950	0.2153
2.4490	2.1050	0.2306
2.2760	1.3430	0.1188
2.5910	0.1238	0.1466
2.3450	2.7580	0.2092
2.4170	1.3860	0.2102
2.3070	4.2430	0.1159
2.3350	2.3920	0.1545
2.3060	3.3850	0.1712
2.2540	1.7440	0.1801
2.2280	0.9116	0.1711
2.3840	0.1391	0.1665
2.2470	0.8268	0.1847
2.2090	2.0760	0.1954
2.1840	2.7130	0.1746
2.2530	1.0780	0.1935
2.2760	1.0860	0.1900
2.2290	0.4414	0.1582
1.7280	0.3550	0.0798
1.7070	0.8194	0.0607
1.2440	0.2863	-0.0548
2.2800	4.3660	0.1875
2.1050	2.7400	0.1769
1.9860	0.7554	0.1302
2.2220	0.7435	0.1776
1.9650	1.3550	0.1209
2.3750	3.0340	0.1920
2.4360	5.0940	0.2823
2.4070	2.0780	0.2044
2.2960	1.3840	0.2084
2.2230	1.0790	0.1908
2.3640	4.9620	0.1531
2.6140	3.2370	0.2556
2.2930	0.9892	0.1705
2.3210	1.3170	0.1577
2.4160	2.0680	0.1182
2.2800	3.1820	0.1213
2.5590	4.7730	0.0958
2.3640	0.2443	0.1764
2.4200	2.7200	0.2078
2.3810	1.7790	0.1861
2.4160	2.6160	0.2154
2.2750	2.3270	0.2423
2.4030	0.3459	0.2557
2.3810	0.3094	0.2455
2.4930	0.8579	0.2169
2.2920	0.5688	0.2643
2.2900	2.8290	0.2399
2.4740	0.7308	0.2478
1.8370	0.7831	0.0769
2.5410	1.0610	0.1922
2.4820	2.6060	0.2224
2.4280	1.2670	0.1183
1.4860	1.7090	-0.0928
2.0090	1.6320	0.1188
2.3070	2.5360	0.2111
2.5400	3.2780	0.1575
2.4490	2.7290	0.1213
1.2950	0.2957	-0.1455
1.1440	0.3194	-0.1088
1.2450	0.1045	0.0089
2.1910	5.4750	0.1511
2.2030	4.3010	0.1307
2.2050	4.4370	0.1505
2.2690	2.2760	0.1354
2.3640	2.6380	0.1608
2.3670	3.5770	0.1310
2.4720	5.3240	0.1311
2.5310	1.1880	0.1538
2.5490	3.6930	0.1343
2.2470	2.3700	0.1959
2.2630	3.2470	0.2082
2.2790	0.8731	0.1936
2.2790	1.2570	0.2230
2.2990	1.1350	0.2342
2.2660	1.4200	0.2225
2.2800	1.2800	0.2125
2.2930	3.4820	0.2244
2.3210	0.2466	0.1929
2.4840	0.9272	0.1682
2.5550	2.4600	0.1679
2.3410	1.8790	0.1790
2.3770	4.0970	0.1697
2.3600	0.1386	0.1779
2.4340	0.0233	0.1734
2.5030	3.4420	0.1949
2.2870	1.7410	0.2185
2.3620	4.2390	0.1778
2.3620	2.5810	0.1813
2.3340	0.9061	0.2069
2.4180	3.4380	0.1857
2.2220	2.9680	0.1716
2.1860	4.6260	0.1644
2.1820	5.3340	0.1936
2.1610	5.1800	0.1972
2.1770	2.4530	0.1822
