1.4380	0.0800	0.0666
1.6370	0.8308	0.2046
1.6610	3.4790	0.2048
1.8730	1.6500	0.2614
1.7520	0.5588	0.2694
1.5670	1.2990	0.2886
1.9750	1.0690	0.3273
1.9950	0.8856	0.3341
1.8040	0.0332	0.1959
1.7340	2.1750	0.2322
1.0890	1.3010	-0.0810
2.1210	1.0630	0.2703
1.6920	3.6610	0.2085
1.8880	1.8600	0.2463
1.7050	4.9830	0.2233
1.7340	1.2390	0.2317
1.6960	2.7050	0.1500
1.3880	0.2005	0.1792
2.1790	1.2100	0.1994
1.6050	0.1561	0.2456
1.0860	0.3954	-0.0419
1.5880	0.6737	0.2797
1.7190	1.5930	0.2641
1.7810	0.3143	0.2599
1.7780	0.5509	0.2509
1.8690	1.4060	0.2435
1.8570	2.3330	0.2606
2.0460	0.7449	0.3164
1.9760	0.9418	0.3123
1.9030	0.9420	0.3062
1.7360	3.7520	0.1781
1.7630	2.3820	0.2311
1.5150	3.5270	0.1773
1.7070	0.8147	0.1962
1.0790	0.7986	-0.0061
1.8530	4.1620	0.3121
2.0360	1.0550	0.3742
2.1640	1.8440	0.3091
2.0270	0.0559	0.3260
1.9280	1.7580	0.2929
1.9160	1.9460	0.2735
1.3530	1.1460	0.0584
1.6130	2.0650	0.1830
1.6840	2.3770	0.2233
1.6440	5.6230	0.1942
1.9530	2.0970	0.2436
2.0360	0.7956	0.2619
1.8540	2.3630	0.2359
1.7470	1.0150	0.2339
1.8490	0.7864	0.2392
1.7930	1.1380	0.2475
1.6890	3.8120	0.2109
1.6260	1.0930	0.1878
1.5960	0.0997	0.2627
1.5410	2.6640	0.2540
1.6180	1.9330	0.2249
1.6960	3.7150	0.1859
2.0250	2.2800	0.2511
2.0330	2.5250	0.1946
2.1670	0.8677	0.2845
1.5500	0.7514	0.2823
1.6640	1.7080	0.0814
1.8720	2.7920	-0.0041
1.2520	0.4316	0.0266
1.6750	3.3420	-0.0132
1.5470	3.5340	0.2750
1.4970	2.5040	0.2325
1.4670	0.7478	0.1662
1.1200	0.7499	-0.0084
1.3660	0.4905	0.1259
1.3590	1.4660	0.1193
1.0560	1.2300	-0.0833
1.6860	1.6770	0.2610
1.6070	2.0280	0.1985
1.5500	1.6010	0.2795
1.6140	2.4620	0.2740
1.6650	2.6300	0.2796
1.6890	0.1431	0.2793
1.7400	1.5250	0.2754
1.6930	0.5287	0.2601
1.7040	1.0740	0.2636
1.6590	1.3090	0.2539
1.7540	2.4420	0.2445
1.7610	2.0080	0.2369
1.7520	0.4772	0.2519
1.7860	0.2816	0.2368
